,Player,Nationality,Position,Club,Age,Born,90s,Goals,Shot Total,Shots on target,Shots on target %,Shots Total/90,Shots on target/90,Goals/shot,Goals/shot on target,Avg shot distance,Free kicks,Penalty kicks ,Penalty kicks attempted,Expected goal,Goals minus expected goals
699,Vitinha, POR,MF,Paris S-G,22,2000,6.5,0,5,2,40.0,0.77,0.31,0.0,0.0,22.6,0,0,0,0.6,-0.6
700,Odisseas Vlachodimos, GRE,GK,Benfica,28,1994,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
701,Dušan Vlahović, SRB,FW,Juventus,22,2000,4.6,1,15,7,46.7,3.28,1.53,0.07,0.14,11.8,0,0,0,2.6,-1.6
702,Adam Vlkanova, CZE,MF,Viktoria Plzeň,27,1994,5.1,1,10,3,30.0,1.97,0.59,0.1,0.33,19.8,0,0,0,0.4,0.6
703,Stefan de Vrij, NED,DF,Inter,30,1992,3.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
704,Kyle Walker, ENG,"DF,FW",Manchester City,32,1990,3.1,0,1,0,0.0,0.32,0.0,0.0,0.0,31.3,0,0,0,0.0,0.0
705,Paul Wanner, GER,"DF,FW",Bayern Munich,16,2005,0.4,0,1,0,0.0,2.5,0.0,0.0,0.0,20.8,0,0,0,0.1,-0.1
706,Stephen Welsh, SCO,DF,Celtic,22,2000,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
707,Wendell, BRA,DF,Porto,29,1993,1.6,0,2,1,50.0,1.26,0.63,0.0,0.0,25.3,0,0,0,0.1,-0.1
708,Timo Werner, GER,FW,RB Leipzig,26,1996,5.6,2,13,6,46.2,2.34,1.08,0.15,0.33,12.5,0,0,0,2.4,-0.4
709,Owen Wijndal, NED,DF,Ajax,22,1999,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
710,Josh Wilson-Esbrand, ENG,DF,Manchester City,19,2002,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
711,Axel Witsel, BEL,"DF,MF",Atlético Madrid,33,1989,5.1,0,1,0,0.0,0.19,0.0,0.0,0.0,8.2,0,0,0,0.1,-0.1
712,Maximilian Wöber, AUT,DF,RB Salzburg,24,1998,1.8,0,2,1,50.0,1.09,0.55,0.0,0.0,10.2,0,0,0,0.1,-0.1
713,Marius Wolf, GER,DF,Dortmund,27,1995,2.0,0,5,2,40.0,2.56,1.02,0.0,0.0,15.9,0,0,0,0.3,-0.3
714,Scott Wright, SCO,"FW,MF",Rangers,24,1997,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
715,Roman Yaremchuk, UKR,FW,Club Brugge,26,1995,1.2,0,3,1,33.3,2.41,0.8,0.0,0.0,13.3,0,0,0,0.5,-0.5
716,Rıdvan Yılmaz, TUR,DF,Rangers,21,2001,1.0,0,1,0,0.0,1.0,0.0,0.0,0.0,31.8,0,0,0,0.0,0.0
717,Warren Zaire-Emery, FRA,MF,Paris S-G,16,2006,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
718,Denis Zakaria, SUI,MF,Chelsea,25,1996,0.8,1,1,1,100.0,1.22,1.22,1.0,1.0,16.4,0,0,0,0.1,0.9
719,Andre-Frank Zambo Anguissa, CMR,MF,Napoli,26,1995,7.2,1,9,2,22.2,1.25,0.28,0.11,0.5,18.5,0,0,0,0.8,0.2
720,Alessandro Zanoli, ITA,DF,Napoli,21,2000,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
721,Zeca, GRE,MF,FC Copenhagen,33,1988,1.8,0,2,0,0.0,1.12,0.0,0.0,0.0,30.5,0,0,0,0.0,0.0
722,Alessio Zerbin, ITA,FW,Napoli,23,1999,0.6,0,2,2,100.0,3.21,3.21,0.0,0.0,26.2,0,0,0,0.2,-0.2
723,Piotr Zieliński, POL,MF,Napoli,28,1994,6.9,4,14,8,57.1,2.04,1.16,0.14,0.25,21.3,0,2,3,3.9,0.1
724,Hakim Ziyech, MAR,"FW,MF",Chelsea,29,1993,1.6,0,12,5,41.7,7.3,3.04,0.0,0.0,21.1,3,0,0,0.6,-0.6
725,Oleksandr Zubkov, UKR,"FW,MF",Shakhtar,25,1996,4.1,2,8,3,37.5,1.97,0.74,0.25,0.67,17.2,0,0,0,1.0,1.0
